dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon0	tau0	stage	physical_id	alpha	beta	u	v	regularization_regime	epsilon	tau	converged	iterations	seconds
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v0p000000__fixed	0.75	0.0	0.75	0.0	fixed	0.25		True	1	0.03901330000371672
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v0p000000__fixed	0.5025	0.495	0.9974999999999999	0.4962406015037594	fixed	0.25		True	1	0.03911539999535307
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v0p000000__coregularized	0.75	0.0	0.75	0.0	coregularized	0.1875		True	1	0.039322700002230704
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v0p000000__coregularized	0.5025	0.495	0.9974999999999999	0.4962406015037594	coregularized	0.24937499999999999		True	1	0.04296990000875667
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v0p250000__fixed	0.5625	0.1875	0.75	0.25	fixed	0.25		True	1	0.044488699990324676
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v0p250000__fixed	0.500625	0.496875	0.9975	0.4981203007518797	fixed	0.25		True	1	0.04881259999820031
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v0p250000__coregularized	0.5625	0.1875	0.75	0.25	coregularized	0.1875		True	1	0.03850269998656586
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v0p250000__coregularized	0.500625	0.496875	0.9975	0.4981203007518797	coregularized	0.249375		True	1	0.03861849999520928
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v0p500000__fixed	0.375	0.375	0.75	0.5	fixed	0.25		True	1	0.0370894999941811
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v0p500000__fixed	0.49875	0.49875	0.9975	0.5	fixed	0.25		True	1	0.03796349998447113
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v0p500000__coregularized	0.375	0.375	0.75	0.5	coregularized	0.1875		True	1	0.037349099991843104
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v0p500000__coregularized	0.49875	0.49875	0.9975	0.5	coregularized	0.249375		True	1	0.03745689999777824
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v0p750000__fixed	0.1875	0.5625	0.75	0.75	fixed	0.25		True	1	0.03793250001035631
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v0p750000__fixed	0.496875	0.500625	0.9975	0.5018796992481203	fixed	0.25		True	1	0.03880639999988489
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v0p750000__coregularized	0.1875	0.5625	0.75	0.75	coregularized	0.1875		True	1	0.037400799978058785
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v0p750000__coregularized	0.496875	0.500625	0.9975	0.5018796992481203	coregularized	0.249375		True	1	0.03714919998310506
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v1p000000__fixed	0.0	0.75	0.75	1.0	fixed	0.25		True	1	0.03798660001484677
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v1p000000__fixed	0.495	0.5025	0.9974999999999999	0.5037593984962406	fixed	0.25		True	1	0.0377804999880027
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u0p750000__v1p000000__coregularized	0.0	0.75	0.75	1.0	coregularized	0.1875		True	1	0.03856180000002496
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u0p750000__v1p000000__coregularized	0.495	0.5025	0.9974999999999999	0.5037593984962406	coregularized	0.24937499999999999		True	1	0.04157539998413995
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u1p000000__v0p000000__shared	1.0	0.0	1.0	0.0	fixed	0.25		True	1	0.039534499985165894
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u1p000000__v0p000000__shared	0.505	0.495	1.0	0.495	fixed	0.25		True	1	0.03754350001690909
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u1p000000__v0p250000__shared	0.75	0.25	1.0	0.25	fixed	0.25		True	1	0.038565399998333305
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u1p000000__v0p250000__shared	0.5025	0.4975	1.0	0.4975	fixed	0.25		True	1	0.042657699988922104
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u1p000000__v0p750000__shared	0.25	0.75	1.0	0.75	fixed	0.25		True	1	0.03819580000708811
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u1p000000__v0p750000__shared	0.4975	0.5025	1.0	0.5025	fixed	0.25		True	1	0.03734859998803586
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	grid__u1p000000__v1p000000__shared	0.0	1.0	1.0	1.0	fixed	0.25		True	1	0.03815979999490082
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	grid__u1p000000__v1p000000__shared	0.495	0.505	1.0	0.505	fixed	0.25		True	1	0.03743019999819808
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	factor__expression_compensation_only__fixed	0.5	1.0	1.5	0.6666666666666666	fixed	0.25		True	1	0.03919739997945726
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	factor__expression_compensation_only__fixed	0.5	0.505	1.005	0.5024875621890548	fixed	0.25		True	1	0.04816070001106709
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	factor__expression_compensation_only__coregularized	0.5	1.0	1.5	0.6666666666666666	coregularized	0.375		True	1	0.03824740002164617
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	factor__expression_compensation_only__coregularized	0.5	0.505	1.005	0.5024875621890548	coregularized	0.25125		True	1	0.038475399982417
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	factor__spatial_compensation_only__fixed	1.0	0.5	1.5	0.3333333333333333	fixed	0.25		True	1	0.03621640001074411
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	factor__spatial_compensation_only__fixed	0.505	0.5	1.005	0.49751243781094534	fixed	0.25		True	1	0.038569700001971796
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		endpoint	factor__spatial_compensation_only__coregularized	1.0	0.5	1.5	0.3333333333333333	coregularized	0.375		True	1	0.039561000012326986
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	row_softmax	0.25		finite_h001	factor__spatial_compensation_only__coregularized	0.505	0.5	1.005	0.49751243781094534	coregularized	0.25125		True	1	0.04076150001492351
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		baseline	baseline	0.5	0.5	1.0	0.5	fixed	0.25		True	200	8.403974299988477
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p000000__fixed	0.5	0.0	0.5	0.0	fixed	0.25		True	200	8.361719300010009
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p000000__fixed	0.5	0.495	0.995	0.49748743718592964	fixed	0.25		True	200	8.407826200011186
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p000000__coregularized	0.5	0.0	0.5	0.0	coregularized	0.125		True	200	8.438604599999962
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p000000__coregularized	0.5	0.495	0.995	0.49748743718592964	coregularized	0.24875		True	200	8.527690100017935
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p250000__fixed	0.375	0.125	0.5	0.25	fixed	0.25		True	200	8.509351999993669
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p250000__fixed	0.49875	0.49625	0.9950000000000001	0.4987437185929648	fixed	0.25		True	200	8.401733100006822
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p250000__coregularized	0.375	0.125	0.5	0.25	coregularized	0.125		True	200	8.522249500005273
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p250000__coregularized	0.49875	0.49625	0.9950000000000001	0.4987437185929648	coregularized	0.24875000000000003		True	200	8.472812000021804
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p500000__fixed	0.25	0.25	0.5	0.5	fixed	0.25		True	200	8.512151800008724
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p500000__fixed	0.4975	0.4975	0.995	0.5	fixed	0.25		True	200	8.405054499977268
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p500000__coregularized	0.25	0.25	0.5	0.5	coregularized	0.125		True	200	8.504437199997483
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p500000__coregularized	0.4975	0.4975	0.995	0.5	coregularized	0.24875		True	200	8.445550500007812
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p750000__fixed	0.125	0.375	0.5	0.75	fixed	0.25		True	200	8.506340199994156
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p750000__fixed	0.49625	0.49875	0.9950000000000001	0.5012562814070352	fixed	0.25		True	200	8.455349099996965
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v0p750000__coregularized	0.125	0.375	0.5	0.75	coregularized	0.125		True	200	8.434616999991704
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v0p750000__coregularized	0.49625	0.49875	0.9950000000000001	0.5012562814070352	coregularized	0.24875000000000003		True	200	8.493115999997826
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v1p000000__fixed	0.0	0.5	0.5	1.0	fixed	0.25		True	200	8.411552100005792
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v1p000000__fixed	0.495	0.5	0.995	0.5025125628140703	fixed	0.25		True	200	8.580380300001707
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p500000__v1p000000__coregularized	0.0	0.5	0.5	1.0	coregularized	0.125		True	200	8.495946900016861
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p500000__v1p000000__coregularized	0.495	0.5	0.995	0.5025125628140703	coregularized	0.24875		True	200	8.625460599985672
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p000000__fixed	0.75	0.0	0.75	0.0	fixed	0.25		True	200	8.526605399994878
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p000000__fixed	0.5025	0.495	0.9974999999999999	0.4962406015037594	fixed	0.25		True	200	8.431721500004642
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p000000__coregularized	0.75	0.0	0.75	0.0	coregularized	0.1875		True	200	8.468089100002544
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p000000__coregularized	0.5025	0.495	0.9974999999999999	0.4962406015037594	coregularized	0.24937499999999999		True	200	8.486350699997274
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p250000__fixed	0.5625	0.1875	0.75	0.25	fixed	0.25		True	200	8.501288200001
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p250000__fixed	0.500625	0.496875	0.9975	0.4981203007518797	fixed	0.25		True	200	8.574018499988597
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p250000__coregularized	0.5625	0.1875	0.75	0.25	coregularized	0.1875		True	200	8.472145700012334
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p250000__coregularized	0.500625	0.496875	0.9975	0.4981203007518797	coregularized	0.249375		True	200	8.83884229999967
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p500000__fixed	0.375	0.375	0.75	0.5	fixed	0.25		True	200	8.641643100010697
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p500000__fixed	0.49875	0.49875	0.9975	0.5	fixed	0.25		True	200	8.523604900023201
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p500000__coregularized	0.375	0.375	0.75	0.5	coregularized	0.1875		True	200	8.513831699994626
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p500000__coregularized	0.49875	0.49875	0.9975	0.5	coregularized	0.249375		True	200	8.5589539000066
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p750000__fixed	0.1875	0.5625	0.75	0.75	fixed	0.25		True	200	8.638628100015922
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p750000__fixed	0.496875	0.500625	0.9975	0.5018796992481203	fixed	0.25		True	200	8.623637400014559
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v0p750000__coregularized	0.1875	0.5625	0.75	0.75	coregularized	0.1875		True	200	8.648724900005618
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v0p750000__coregularized	0.496875	0.500625	0.9975	0.5018796992481203	coregularized	0.249375		True	200	8.633615600003395
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v1p000000__fixed	0.0	0.75	0.75	1.0	fixed	0.25		True	200	8.6090370999882
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v1p000000__fixed	0.495	0.5025	0.9974999999999999	0.5037593984962406	fixed	0.25		True	200	8.541643299977295
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u0p750000__v1p000000__coregularized	0.0	0.75	0.75	1.0	coregularized	0.1875		True	200	8.53619520002394
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u0p750000__v1p000000__coregularized	0.495	0.5025	0.9974999999999999	0.5037593984962406	coregularized	0.24937499999999999		True	200	8.491526700003305
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		endpoint	grid__u1p000000__v0p000000__shared	1.0	0.0	1.0	0.0	fixed	0.25		True	200	8.52973110001767
spatialDLPFC	SDLPFC_Br8325_ANT_MID	within_donor_adjacent_position	spatialDLPFC::Br8325	primary_expansion	forward	SDLPFC_Br8325_ANT_MID	balanced_ot	0.25		finite_h001	grid__u1p000000__v0p000000__shared	0.505	0.495	1.0	0.495	fixed	0.25		True	200	8.454521500010742
